rank,employer_id,sektor,wilayah,skala,status_A,score_A,status_B,score_B,status_C,score_C,coverage,composite_score,max_module_score,n_flags,band,summary
601,EMP-0232,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
602,EMP-0235,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
603,EMP-0236,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
604,EMP-0237,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
605,EMP-0238,Konstruksi,Jawa Barat,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
606,EMP-0240,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
607,EMP-0242,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
608,EMP-0246,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
609,EMP-0247,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
610,EMP-0249,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
611,EMP-0250,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
612,EMP-0251,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
613,EMP-0253,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
614,EMP-0254,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
615,EMP-0255,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
616,EMP-0256,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
617,EMP-0257,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
618,EMP-0258,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
619,EMP-0259,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
620,EMP-0260,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
621,EMP-0261,Konstruksi,Jawa Timur,Menengah,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
622,EMP-0262,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
623,EMP-0263,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
624,EMP-0267,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
625,EMP-0268,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
626,EMP-0269,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
627,EMP-0270,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
628,EMP-0271,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
629,EMP-0272,Konstruksi,Jawa Timur,Menengah,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
630,EMP-0273,Konstruksi,Sumatera Utara,Besar,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
631,EMP-0274,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
632,EMP-0282,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
633,EMP-0287,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
634,EMP-0290,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
635,EMP-0291,Konstruksi,Sumatera Utara,Besar,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
636,EMP-0293,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
637,EMP-0300,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
638,EMP-0301,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
639,EMP-0304,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
640,EMP-0305,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
641,EMP-0306,Konstruksi,Sumatera Utara,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
642,EMP-0307,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
643,EMP-0310,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
644,EMP-0315,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
645,EMP-0316,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
646,EMP-0324,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
647,EMP-0330,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
648,EMP-0332,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
649,EMP-0337,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
650,EMP-0338,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
651,EMP-0339,Konstruksi,Sulawesi Selatan,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
652,EMP-0342,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
653,EMP-0343,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
654,EMP-0344,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
655,EMP-0347,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
656,EMP-0349,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
657,EMP-0351,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
658,EMP-0353,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
659,EMP-0357,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
660,EMP-0359,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
661,EMP-0366,Perdagangan & Ritel,DKI Jakarta,Menengah,INSUFFICIENT_DATA,,INSUFFICIENT_DATA,,NORMAL,0.0,1,0.0,0.0,0,Rendah,Tidak ada indikasi di 1 modul yang dinilai.
662,EMP-0368,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
663,EMP-0372,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
664,EMP-0374,Perdagangan & Ritel,DKI Jakarta,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
665,EMP-0375,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
666,EMP-0377,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
667,EMP-0378,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
668,EMP-0380,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
669,EMP-0381,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
670,EMP-0383,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
671,EMP-0384,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
672,EMP-0385,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
673,EMP-0389,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
674,EMP-0390,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
675,EMP-0391,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
676,EMP-0392,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
677,EMP-0394,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
678,EMP-0397,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
679,EMP-0398,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
680,EMP-0400,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
681,EMP-0401,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
682,EMP-0402,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
683,EMP-0403,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
684,EMP-0404,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
685,EMP-0407,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
686,EMP-0408,Perdagangan & Ritel,Jawa Barat,Besar,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
687,EMP-0411,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
688,EMP-0412,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
689,EMP-0414,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
690,EMP-0417,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
691,EMP-0420,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
692,EMP-0425,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
693,EMP-0427,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
694,EMP-0429,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
695,EMP-0430,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
696,EMP-0432,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
697,EMP-0439,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
698,EMP-0441,Perdagangan & Ritel,Jawa Timur,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
699,EMP-0443,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
700,EMP-0446,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
701,EMP-0448,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
702,EMP-0449,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
703,EMP-0450,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
704,EMP-0453,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
705,EMP-0458,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
706,EMP-0461,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
707,EMP-0465,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
708,EMP-0467,Perdagangan & Ritel,Sumatera Utara,Menengah,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
709,EMP-0480,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
710,EMP-0483,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
711,EMP-0487,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
712,EMP-0491,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
713,EMP-0493,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
714,EMP-0496,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
715,EMP-0498,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
716,EMP-0499,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
717,EMP-0502,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
718,EMP-0503,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
719,EMP-0508,Perdagangan & Ritel,Sulawesi Selatan,Besar,EXPLAINED_BY_RESIGN,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
720,EMP-0510,Perdagangan & Ritel,Sulawesi Selatan,Besar,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
721,EMP-0511,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
722,EMP-0513,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
723,EMP-0515,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NOT_CANDIDATE,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
724,EMP-0518,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
725,EMP-0523,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
726,EMP-0524,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
727,EMP-0526,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
728,EMP-0527,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
729,EMP-0529,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
730,EMP-0531,Jasa Keuangan,DKI Jakarta,Kecil,NORMAL,0.0,NORMAL,0.0,NORMAL,0.0,3,0.0,0.0,0,Rendah,Tidak ada indikasi di 3 modul yang dinilai.
